3	4	Australian Conference on Artificial Intelligence	Australian Conference on Artificial Intelligence
43	66	GECCO (2)	GECCO (2)
43	67	GECCO (2)	GECCO (2)
43	68	GECCO (2)	GECCO
43	69	GECCO (2)	GECCO
43	70	GECCO (2)	GECCO
43	72	GECCO (2)	GECCO
43	73	GECCO (2)	GECCO
43	74	GECCO (2)	GECCO
43	75	GECCO (2)	GECCO
43	76	GECCO (2)	GECCO
43	77	GECCO (2)	GECCO
43	78	GECCO (2)	GECCO
43	79	GECCO (2)	GECCO
43	80	GECCO (2)	GECCO
43	81	GECCO (2)	GECCO
43	82	GECCO (2)	GECCO
43	84	GECCO (2)	GECCO
43	85	GECCO (2)	GECCO
43	86	GECCO (2)	GECCO
43	87	GECCO (2)	GECCO
43	88	GECCO (2)	GECCO
43	89	GECCO (2)	GECCO
43	90	GECCO (2)	GECCO
43	91	GECCO (2)	GECCO
43	211	GECCO (2)	GECCO
43	212	GECCO (2)	GECCO
43	213	GECCO (2)	GECCO
43	214	GECCO (2)	GECCO
43	215	GECCO (2)	GECCO
43	216	GECCO (2)	GECCO
44	45	GECCO	GECCO
44	46	GECCO	GECCO Workshops
44	47	GECCO	GECCO
44	48	GECCO	GECCO
44	49	GECCO	GECCO (2)
44	50	GECCO	GECCO (2)
44	51	GECCO	GECCO
44	52	GECCO	GECCO (1)
44	53	GECCO	GECCO (2)
44	54	GECCO	GECCO
44	55	GECCO	GECCO
44	56	GECCO	GECCO
44	57	GECCO	GECCO
44	58	GECCO	GECCO
44	59	GECCO	GECCO
44	60	GECCO	GECCO
44	61	GECCO	GECCO
44	62	GECCO	GECCO
44	63	GECCO	GECCO
44	64	GECCO	GECCO
44	65	GECCO	GECCO
44	66	GECCO	GECCO (2)
44	67	GECCO	GECCO (2)
44	68	GECCO	GECCO
44	69	GECCO	GECCO
44	70	GECCO	GECCO
44	72	GECCO	GECCO
44	73	GECCO	GECCO
44	74	GECCO	GECCO
44	75	GECCO	GECCO
44	76	GECCO	GECCO
44	77	GECCO	GECCO
44	78	GECCO	GECCO
44	79	GECCO	GECCO
44	80	GECCO	GECCO
44	81	GECCO	GECCO
44	82	GECCO	GECCO
44	83	GECCO	GECCO (Companion)
44	84	GECCO	GECCO
44	85	GECCO	GECCO
44	86	GECCO	GECCO
44	87	GECCO	GECCO
44	88	GECCO	GECCO
44	89	GECCO	GECCO
44	90	GECCO	GECCO
44	91	GECCO	GECCO
44	92	GECCO	GECCO (Companion)
44	211	GECCO	GECCO
44	212	GECCO	GECCO
44	213	GECCO	GECCO
44	214	GECCO	GECCO
44	215	GECCO	GECCO
44	216	GECCO	GECCO
45	46	GECCO	GECCO Workshops
45	47	GECCO	GECCO
45	48	GECCO	GECCO
45	49	GECCO	GECCO (2)
45	50	GECCO	GECCO (2)
45	51	GECCO	GECCO
45	52	GECCO	GECCO (1)
45	53	GECCO	GECCO (2)
45	54	GECCO	GECCO
45	55	GECCO	GECCO
45	56	GECCO	GECCO
45	57	GECCO	GECCO
45	58	GECCO	GECCO
45	59	GECCO	GECCO
45	60	GECCO	GECCO
45	61	GECCO	GECCO
45	62	GECCO	GECCO
45	63	GECCO	GECCO
45	64	GECCO	GECCO
45	65	GECCO	GECCO
45	66	GECCO	GECCO (2)
45	67	GECCO	GECCO (2)
45	68	GECCO	GECCO
45	69	GECCO	GECCO
45	70	GECCO	GECCO
45	72	GECCO	GECCO
45	73	GECCO	GECCO
45	74	GECCO	GECCO
45	75	GECCO	GECCO
45	76	GECCO	GECCO
45	77	GECCO	GECCO
45	78	GECCO	GECCO
45	79	GECCO	GECCO
45	80	GECCO	GECCO
45	81	GECCO	GECCO
45	82	GECCO	GECCO
45	83	GECCO	GECCO (Companion)
45	84	GECCO	GECCO
45	85	GECCO	GECCO
45	86	GECCO	GECCO
45	87	GECCO	GECCO
45	88	GECCO	GECCO
45	89	GECCO	GECCO
45	90	GECCO	GECCO
45	91	GECCO	GECCO
45	92	GECCO	GECCO (Companion)
45	211	GECCO	GECCO
45	212	GECCO	GECCO
45	213	GECCO	GECCO
45	214	GECCO	GECCO
45	215	GECCO	GECCO
45	216	GECCO	GECCO
46	47	GECCO Workshops	GECCO
46	48	GECCO Workshops	GECCO
46	51	GECCO Workshops	GECCO
46	54	GECCO Workshops	GECCO
46	55	GECCO Workshops	GECCO
46	56	GECCO Workshops	GECCO
46	57	GECCO Workshops	GECCO
46	58	GECCO Workshops	GECCO
46	59	GECCO Workshops	GECCO
46	60	GECCO Workshops	GECCO
46	61	GECCO Workshops	GECCO
46	62	GECCO Workshops	GECCO
46	63	GECCO Workshops	GECCO
46	64	GECCO Workshops	GECCO
46	65	GECCO Workshops	GECCO
46	68	GECCO Workshops	GECCO
46	69	GECCO Workshops	GECCO
46	70	GECCO Workshops	GECCO
46	72	GECCO Workshops	GECCO
46	73	GECCO Workshops	GECCO
46	74	GECCO Workshops	GECCO
46	75	GECCO Workshops	GECCO
46	76	GECCO Workshops	GECCO
46	77	GECCO Workshops	GECCO
46	78	GECCO Workshops	GECCO
46	79	GECCO Workshops	GECCO
46	80	GECCO Workshops	GECCO
46	81	GECCO Workshops	GECCO
46	82	GECCO Workshops	GECCO
46	84	GECCO Workshops	GECCO
46	85	GECCO Workshops	GECCO
46	86	GECCO Workshops	GECCO
46	87	GECCO Workshops	GECCO
46	88	GECCO Workshops	GECCO
46	89	GECCO Workshops	GECCO
46	90	GECCO Workshops	GECCO
46	91	GECCO Workshops	GECCO
46	211	GECCO Workshops	GECCO
46	212	GECCO Workshops	GECCO
46	213	GECCO Workshops	GECCO
46	214	GECCO Workshops	GECCO
46	215	GECCO Workshops	GECCO
46	216	GECCO Workshops	GECCO
47	48	GECCO	GECCO
47	49	GECCO	GECCO (2)
47	50	GECCO	GECCO (2)
47	51	GECCO	GECCO
47	52	GECCO	GECCO (1)
47	53	GECCO	GECCO (2)
47	54	GECCO	GECCO
47	55	GECCO	GECCO
47	56	GECCO	GECCO
47	57	GECCO	GECCO
47	58	GECCO	GECCO
47	59	GECCO	GECCO
47	60	GECCO	GECCO
47	61	GECCO	GECCO
47	62	GECCO	GECCO
47	63	GECCO	GECCO
47	64	GECCO	GECCO
47	65	GECCO	GECCO
47	66	GECCO	GECCO (2)
47	67	GECCO	GECCO (2)
47	68	GECCO	GECCO
47	69	GECCO	GECCO
47	70	GECCO	GECCO
47	72	GECCO	GECCO
47	73	GECCO	GECCO
47	74	GECCO	GECCO
47	75	GECCO	GECCO
47	76	GECCO	GECCO
47	77	GECCO	GECCO
47	78	GECCO	GECCO
47	79	GECCO	GECCO
47	80	GECCO	GECCO
47	81	GECCO	GECCO
47	82	GECCO	GECCO
47	83	GECCO	GECCO (Companion)
47	84	GECCO	GECCO
47	85	GECCO	GECCO
47	86	GECCO	GECCO
47	87	GECCO	GECCO
47	88	GECCO	GECCO
47	89	GECCO	GECCO
47	90	GECCO	GECCO
47	91	GECCO	GECCO
47	92	GECCO	GECCO (Companion)
47	211	GECCO	GECCO
47	212	GECCO	GECCO
47	213	GECCO	GECCO
47	214	GECCO	GECCO
47	215	GECCO	GECCO
47	216	GECCO	GECCO
48	49	GECCO	GECCO (2)
48	50	GECCO	GECCO (2)
48	51	GECCO	GECCO
48	52	GECCO	GECCO (1)
48	53	GECCO	GECCO (2)
48	54	GECCO	GECCO
48	55	GECCO	GECCO
48	56	GECCO	GECCO
48	57	GECCO	GECCO
48	58	GECCO	GECCO
48	59	GECCO	GECCO
48	60	GECCO	GECCO
48	61	GECCO	GECCO
48	62	GECCO	GECCO
48	63	GECCO	GECCO
48	64	GECCO	GECCO
48	65	GECCO	GECCO
48	66	GECCO	GECCO (2)
48	67	GECCO	GECCO (2)
48	68	GECCO	GECCO
48	69	GECCO	GECCO
48	70	GECCO	GECCO
48	72	GECCO	GECCO
48	73	GECCO	GECCO
48	74	GECCO	GECCO
48	75	GECCO	GECCO
48	76	GECCO	GECCO
48	77	GECCO	GECCO
48	78	GECCO	GECCO
48	79	GECCO	GECCO
48	80	GECCO	GECCO
48	81	GECCO	GECCO
48	82	GECCO	GECCO
48	83	GECCO	GECCO (Companion)
48	84	GECCO	GECCO
48	85	GECCO	GECCO
48	86	GECCO	GECCO
48	87	GECCO	GECCO
48	88	GECCO	GECCO
48	89	GECCO	GECCO
48	90	GECCO	GECCO
48	91	GECCO	GECCO
48	92	GECCO	GECCO (Companion)
48	211	GECCO	GECCO
48	212	GECCO	GECCO
48	213	GECCO	GECCO
48	214	GECCO	GECCO
48	215	GECCO	GECCO
48	216	GECCO	GECCO
49	50	GECCO (2)	GECCO (2)
49	51	GECCO (2)	GECCO
49	53	GECCO (2)	GECCO (2)
49	54	GECCO (2)	GECCO
49	55	GECCO (2)	GECCO
49	56	GECCO (2)	GECCO
49	57	GECCO (2)	GECCO
49	58	GECCO (2)	GECCO
49	59	GECCO (2)	GECCO
49	60	GECCO (2)	GECCO
49	61	GECCO (2)	GECCO
49	62	GECCO (2)	GECCO
49	63	GECCO (2)	GECCO
49	64	GECCO (2)	GECCO
49	65	GECCO (2)	GECCO
49	66	GECCO (2)	GECCO (2)
49	67	GECCO (2)	GECCO (2)
49	68	GECCO (2)	GECCO
49	69	GECCO (2)	GECCO
49	70	GECCO (2)	GECCO
49	72	GECCO (2)	GECCO
49	73	GECCO (2)	GECCO
49	74	GECCO (2)	GECCO
49	75	GECCO (2)	GECCO
49	76	GECCO (2)	GECCO
49	77	GECCO (2)	GECCO
49	78	GECCO (2)	GECCO
49	79	GECCO (2)	GECCO
49	80	GECCO (2)	GECCO
49	81	GECCO (2)	GECCO
49	82	GECCO (2)	GECCO
49	84	GECCO (2)	GECCO
49	85	GECCO (2)	GECCO
49	86	GECCO (2)	GECCO
49	87	GECCO (2)	GECCO
49	88	GECCO (2)	GECCO
49	89	GECCO (2)	GECCO
49	90	GECCO (2)	GECCO
49	91	GECCO (2)	GECCO
49	211	GECCO (2)	GECCO
49	212	GECCO (2)	GECCO
49	213	GECCO (2)	GECCO
49	214	GECCO (2)	GECCO
49	215	GECCO (2)	GECCO
49	216	GECCO (2)	GECCO
50	51	GECCO (2)	GECCO
50	53	GECCO (2)	GECCO (2)
50	54	GECCO (2)	GECCO
50	55	GECCO (2)	GECCO
50	56	GECCO (2)	GECCO
50	57	GECCO (2)	GECCO
50	58	GECCO (2)	GECCO
50	59	GECCO (2)	GECCO
50	60	GECCO (2)	GECCO
50	61	GECCO (2)	GECCO
50	62	GECCO (2)	GECCO
50	63	GECCO (2)	GECCO
50	64	GECCO (2)	GECCO
50	65	GECCO (2)	GECCO
50	66	GECCO (2)	GECCO (2)
50	67	GECCO (2)	GECCO (2)
50	68	GECCO (2)	GECCO
50	69	GECCO (2)	GECCO
50	70	GECCO (2)	GECCO
50	72	GECCO (2)	GECCO
50	73	GECCO (2)	GECCO
50	74	GECCO (2)	GECCO
50	75	GECCO (2)	GECCO
50	76	GECCO (2)	GECCO
50	77	GECCO (2)	GECCO
50	78	GECCO (2)	GECCO
50	79	GECCO (2)	GECCO
50	80	GECCO (2)	GECCO
50	81	GECCO (2)	GECCO
50	82	GECCO (2)	GECCO
50	84	GECCO (2)	GECCO
50	85	GECCO (2)	GECCO
50	86	GECCO (2)	GECCO
50	87	GECCO (2)	GECCO
50	88	GECCO (2)	GECCO
50	89	GECCO (2)	GECCO
50	90	GECCO (2)	GECCO
50	91	GECCO (2)	GECCO
50	211	GECCO (2)	GECCO
50	212	GECCO (2)	GECCO
50	213	GECCO (2)	GECCO
50	214	GECCO (2)	GECCO
50	215	GECCO (2)	GECCO
50	216	GECCO (2)	GECCO
51	52	GECCO	GECCO (1)
51	53	GECCO	GECCO (2)
51	54	GECCO	GECCO
51	55	GECCO	GECCO
51	56	GECCO	GECCO
51	57	GECCO	GECCO
51	58	GECCO	GECCO
51	59	GECCO	GECCO
51	60	GECCO	GECCO
51	61	GECCO	GECCO
51	62	GECCO	GECCO
51	63	GECCO	GECCO
51	64	GECCO	GECCO
51	65	GECCO	GECCO
51	66	GECCO	GECCO (2)
51	67	GECCO	GECCO (2)
51	68	GECCO	GECCO
51	69	GECCO	GECCO
51	70	GECCO	GECCO
51	72	GECCO	GECCO
51	73	GECCO	GECCO
51	74	GECCO	GECCO
51	75	GECCO	GECCO
51	76	GECCO	GECCO
51	77	GECCO	GECCO
51	78	GECCO	GECCO
51	79	GECCO	GECCO
51	80	GECCO	GECCO
51	81	GECCO	GECCO
51	82	GECCO	GECCO
51	83	GECCO	GECCO (Companion)
51	84	GECCO	GECCO
51	85	GECCO	GECCO
51	86	GECCO	GECCO
51	87	GECCO	GECCO
51	88	GECCO	GECCO
51	89	GECCO	GECCO
51	90	GECCO	GECCO
51	91	GECCO	GECCO
51	92	GECCO	GECCO (Companion)
51	211	GECCO	GECCO
51	212	GECCO	GECCO
51	213	GECCO	GECCO
51	214	GECCO	GECCO
51	215	GECCO	GECCO
51	216	GECCO	GECCO
52	54	GECCO (1)	GECCO
52	55	GECCO (1)	GECCO
52	56	GECCO (1)	GECCO
52	57	GECCO (1)	GECCO
52	58	GECCO (1)	GECCO
52	59	GECCO (1)	GECCO
52	60	GECCO (1)	GECCO
52	61	GECCO (1)	GECCO
52	62	GECCO (1)	GECCO
52	63	GECCO (1)	GECCO
52	64	GECCO (1)	GECCO
52	65	GECCO (1)	GECCO
52	68	GECCO (1)	GECCO
52	69	GECCO (1)	GECCO
52	70	GECCO (1)	GECCO
52	72	GECCO (1)	GECCO
52	73	GECCO (1)	GECCO
52	74	GECCO (1)	GECCO
52	75	GECCO (1)	GECCO
52	76	GECCO (1)	GECCO
52	77	GECCO (1)	GECCO
52	78	GECCO (1)	GECCO
52	79	GECCO (1)	GECCO
52	80	GECCO (1)	GECCO
52	81	GECCO (1)	GECCO
52	82	GECCO (1)	GECCO
52	84	GECCO (1)	GECCO
52	85	GECCO (1)	GECCO
52	86	GECCO (1)	GECCO
52	87	GECCO (1)	GECCO
52	88	GECCO (1)	GECCO
52	89	GECCO (1)	GECCO
52	90	GECCO (1)	GECCO
52	91	GECCO (1)	GECCO
52	211	GECCO (1)	GECCO
52	212	GECCO (1)	GECCO
52	213	GECCO (1)	GECCO
52	214	GECCO (1)	GECCO
52	215	GECCO (1)	GECCO
52	216	GECCO (1)	GECCO
53	54	GECCO (2)	GECCO
53	55	GECCO (2)	GECCO
53	56	GECCO (2)	GECCO
53	57	GECCO (2)	GECCO
53	58	GECCO (2)	GECCO
53	59	GECCO (2)	GECCO
53	60	GECCO (2)	GECCO
53	61	GECCO (2)	GECCO
53	62	GECCO (2)	GECCO
53	63	GECCO (2)	GECCO
53	64	GECCO (2)	GECCO
53	65	GECCO (2)	GECCO
53	66	GECCO (2)	GECCO (2)
53	67	GECCO (2)	GECCO (2)
53	68	GECCO (2)	GECCO
53	69	GECCO (2)	GECCO
53	70	GECCO (2)	GECCO
53	72	GECCO (2)	GECCO
53	73	GECCO (2)	GECCO
53	74	GECCO (2)	GECCO
53	75	GECCO (2)	GECCO
53	76	GECCO (2)	GECCO
53	77	GECCO (2)	GECCO
53	78	GECCO (2)	GECCO
53	79	GECCO (2)	GECCO
53	80	GECCO (2)	GECCO
53	81	GECCO (2)	GECCO
53	82	GECCO (2)	GECCO
53	84	GECCO (2)	GECCO
53	85	GECCO (2)	GECCO
53	86	GECCO (2)	GECCO
53	87	GECCO (2)	GECCO
53	88	GECCO (2)	GECCO
53	89	GECCO (2)	GECCO
53	90	GECCO (2)	GECCO
53	91	GECCO (2)	GECCO
53	211	GECCO (2)	GECCO
53	212	GECCO (2)	GECCO
53	213	GECCO (2)	GECCO
53	214	GECCO (2)	GECCO
53	215	GECCO (2)	GECCO
53	216	GECCO (2)	GECCO
54	55	GECCO	GECCO
54	56	GECCO	GECCO
54	57	GECCO	GECCO
54	58	GECCO	GECCO
54	59	GECCO	GECCO
54	60	GECCO	GECCO
54	61	GECCO	GECCO
54	62	GECCO	GECCO
54	63	GECCO	GECCO
54	64	GECCO	GECCO
54	65	GECCO	GECCO
54	66	GECCO	GECCO (2)
54	67	GECCO	GECCO (2)
54	68	GECCO	GECCO
54	69	GECCO	GECCO
54	70	GECCO	GECCO
54	72	GECCO	GECCO
54	73	GECCO	GECCO
54	74	GECCO	GECCO
54	75	GECCO	GECCO
54	76	GECCO	GECCO
54	77	GECCO	GECCO
54	78	GECCO	GECCO
54	79	GECCO	GECCO
54	80	GECCO	GECCO
54	81	GECCO	GECCO
54	82	GECCO	GECCO
54	83	GECCO	GECCO (Companion)
54	84	GECCO	GECCO
54	85	GECCO	GECCO
54	86	GECCO	GECCO
54	87	GECCO	GECCO
54	88	GECCO	GECCO
54	89	GECCO	GECCO
54	90	GECCO	GECCO
54	91	GECCO	GECCO
54	92	GECCO	GECCO (Companion)
54	211	GECCO	GECCO
54	212	GECCO	GECCO
54	213	GECCO	GECCO
54	214	GECCO	GECCO
54	215	GECCO	GECCO
54	216	GECCO	GECCO
55	56	GECCO	GECCO
55	57	GECCO	GECCO
55	58	GECCO	GECCO
55	59	GECCO	GECCO
55	60	GECCO	GECCO
55	61	GECCO	GECCO
55	62	GECCO	GECCO
55	63	GECCO	GECCO
55	64	GECCO	GECCO
55	65	GECCO	GECCO
55	66	GECCO	GECCO (2)
55	67	GECCO	GECCO (2)
55	68	GECCO	GECCO
55	69	GECCO	GECCO
55	70	GECCO	GECCO
55	72	GECCO	GECCO
55	73	GECCO	GECCO
55	74	GECCO	GECCO
55	75	GECCO	GECCO
55	76	GECCO	GECCO
55	77	GECCO	GECCO
55	78	GECCO	GECCO
55	79	GECCO	GECCO
55	80	GECCO	GECCO
55	81	GECCO	GECCO
55	82	GECCO	GECCO
55	83	GECCO	GECCO (Companion)
55	84	GECCO	GECCO
55	85	GECCO	GECCO
55	86	GECCO	GECCO
55	87	GECCO	GECCO
55	88	GECCO	GECCO
55	89	GECCO	GECCO
55	90	GECCO	GECCO
55	91	GECCO	GECCO
55	92	GECCO	GECCO (Companion)
55	211	GECCO	GECCO
55	212	GECCO	GECCO
55	213	GECCO	GECCO
55	214	GECCO	GECCO
55	215	GECCO	GECCO
55	216	GECCO	GECCO
56	57	GECCO	GECCO
56	58	GECCO	GECCO
56	59	GECCO	GECCO
56	60	GECCO	GECCO
56	61	GECCO	GECCO
56	62	GECCO	GECCO
56	63	GECCO	GECCO
56	64	GECCO	GECCO
56	65	GECCO	GECCO
56	66	GECCO	GECCO (2)
56	67	GECCO	GECCO (2)
56	68	GECCO	GECCO
56	69	GECCO	GECCO
56	70	GECCO	GECCO
56	72	GECCO	GECCO
56	73	GECCO	GECCO
56	74	GECCO	GECCO
56	75	GECCO	GECCO
56	76	GECCO	GECCO
56	77	GECCO	GECCO
56	78	GECCO	GECCO
56	79	GECCO	GECCO
56	80	GECCO	GECCO
56	81	GECCO	GECCO
56	82	GECCO	GECCO
56	83	GECCO	GECCO (Companion)
56	84	GECCO	GECCO
56	85	GECCO	GECCO
56	86	GECCO	GECCO
56	87	GECCO	GECCO
56	88	GECCO	GECCO
56	89	GECCO	GECCO
56	90	GECCO	GECCO
56	91	GECCO	GECCO
56	92	GECCO	GECCO (Companion)
56	211	GECCO	GECCO
56	212	GECCO	GECCO
56	213	GECCO	GECCO
56	214	GECCO	GECCO
56	215	GECCO	GECCO
56	216	GECCO	GECCO
57	58	GECCO	GECCO
57	59	GECCO	GECCO
57	60	GECCO	GECCO
57	61	GECCO	GECCO
57	62	GECCO	GECCO
57	63	GECCO	GECCO
57	64	GECCO	GECCO
57	65	GECCO	GECCO
57	66	GECCO	GECCO (2)
57	67	GECCO	GECCO (2)
57	68	GECCO	GECCO
57	69	GECCO	GECCO
57	70	GECCO	GECCO
57	72	GECCO	GECCO
57	73	GECCO	GECCO
57	74	GECCO	GECCO
57	75	GECCO	GECCO
57	76	GECCO	GECCO
57	77	GECCO	GECCO
57	78	GECCO	GECCO
57	79	GECCO	GECCO
57	80	GECCO	GECCO
57	81	GECCO	GECCO
57	82	GECCO	GECCO
57	83	GECCO	GECCO (Companion)
57	84	GECCO	GECCO
57	85	GECCO	GECCO
57	86	GECCO	GECCO
57	87	GECCO	GECCO
57	88	GECCO	GECCO
57	89	GECCO	GECCO
57	90	GECCO	GECCO
57	91	GECCO	GECCO
57	92	GECCO	GECCO (Companion)
57	211	GECCO	GECCO
57	212	GECCO	GECCO
57	213	GECCO	GECCO
57	214	GECCO	GECCO
57	215	GECCO	GECCO
57	216	GECCO	GECCO
58	59	GECCO	GECCO
58	60	GECCO	GECCO
58	61	GECCO	GECCO
58	62	GECCO	GECCO
58	63	GECCO	GECCO
58	64	GECCO	GECCO
58	65	GECCO	GECCO
58	66	GECCO	GECCO (2)
58	67	GECCO	GECCO (2)
58	68	GECCO	GECCO
58	69	GECCO	GECCO
58	70	GECCO	GECCO
58	72	GECCO	GECCO
58	73	GECCO	GECCO
58	74	GECCO	GECCO
58	75	GECCO	GECCO
58	76	GECCO	GECCO
58	77	GECCO	GECCO
58	78	GECCO	GECCO
58	79	GECCO	GECCO
58	80	GECCO	GECCO
58	81	GECCO	GECCO
58	82	GECCO	GECCO
58	83	GECCO	GECCO (Companion)
58	84	GECCO	GECCO
58	85	GECCO	GECCO
58	86	GECCO	GECCO
58	87	GECCO	GECCO
58	88	GECCO	GECCO
58	89	GECCO	GECCO
58	90	GECCO	GECCO
58	91	GECCO	GECCO
58	92	GECCO	GECCO (Companion)
58	211	GECCO	GECCO
58	212	GECCO	GECCO
58	213	GECCO	GECCO
58	214	GECCO	GECCO
58	215	GECCO	GECCO
58	216	GECCO	GECCO
59	60	GECCO	GECCO
59	61	GECCO	GECCO
59	62	GECCO	GECCO
59	63	GECCO	GECCO
59	64	GECCO	GECCO
59	65	GECCO	GECCO
59	66	GECCO	GECCO (2)
59	67	GECCO	GECCO (2)
59	68	GECCO	GECCO
59	69	GECCO	GECCO
59	70	GECCO	GECCO
59	72	GECCO	GECCO
59	73	GECCO	GECCO
59	74	GECCO	GECCO
59	75	GECCO	GECCO
59	76	GECCO	GECCO
59	77	GECCO	GECCO
59	78	GECCO	GECCO
59	79	GECCO	GECCO
59	80	GECCO	GECCO
59	81	GECCO	GECCO
59	82	GECCO	GECCO
59	83	GECCO	GECCO (Companion)
59	84	GECCO	GECCO
59	85	GECCO	GECCO
59	86	GECCO	GECCO
59	87	GECCO	GECCO
59	88	GECCO	GECCO
59	89	GECCO	GECCO
59	90	GECCO	GECCO
59	91	GECCO	GECCO
59	92	GECCO	GECCO (Companion)
59	211	GECCO	GECCO
59	212	GECCO	GECCO
59	213	GECCO	GECCO
59	214	GECCO	GECCO
59	215	GECCO	GECCO
59	216	GECCO	GECCO
60	61	GECCO	GECCO
60	62	GECCO	GECCO
60	63	GECCO	GECCO
60	64	GECCO	GECCO
60	65	GECCO	GECCO
60	66	GECCO	GECCO (2)
60	67	GECCO	GECCO (2)
60	68	GECCO	GECCO
60	69	GECCO	GECCO
60	70	GECCO	GECCO
60	72	GECCO	GECCO
60	73	GECCO	GECCO
60	74	GECCO	GECCO
60	75	GECCO	GECCO
60	76	GECCO	GECCO
60	77	GECCO	GECCO
60	78	GECCO	GECCO
60	79	GECCO	GECCO
60	80	GECCO	GECCO
60	81	GECCO	GECCO
60	82	GECCO	GECCO
60	83	GECCO	GECCO (Companion)
60	84	GECCO	GECCO
60	85	GECCO	GECCO
60	86	GECCO	GECCO
60	87	GECCO	GECCO
60	88	GECCO	GECCO
60	89	GECCO	GECCO
60	90	GECCO	GECCO
60	91	GECCO	GECCO
60	92	GECCO	GECCO (Companion)
60	211	GECCO	GECCO
60	212	GECCO	GECCO
60	213	GECCO	GECCO
60	214	GECCO	GECCO
60	215	GECCO	GECCO
60	216	GECCO	GECCO
61	62	GECCO	GECCO
61	63	GECCO	GECCO
61	64	GECCO	GECCO
61	65	GECCO	GECCO
61	66	GECCO	GECCO (2)
61	67	GECCO	GECCO (2)
61	68	GECCO	GECCO
61	69	GECCO	GECCO
61	70	GECCO	GECCO
61	72	GECCO	GECCO
61	73	GECCO	GECCO
61	74	GECCO	GECCO
61	75	GECCO	GECCO
61	76	GECCO	GECCO
61	77	GECCO	GECCO
61	78	GECCO	GECCO
61	79	GECCO	GECCO
61	80	GECCO	GECCO
61	81	GECCO	GECCO
61	82	GECCO	GECCO
61	83	GECCO	GECCO (Companion)
61	84	GECCO	GECCO
61	85	GECCO	GECCO
61	86	GECCO	GECCO
61	87	GECCO	GECCO
61	88	GECCO	GECCO
61	89	GECCO	GECCO
61	90	GECCO	GECCO
61	91	GECCO	GECCO
61	92	GECCO	GECCO (Companion)
61	211	GECCO	GECCO
61	212	GECCO	GECCO
61	213	GECCO	GECCO
61	214	GECCO	GECCO
61	215	GECCO	GECCO
61	216	GECCO	GECCO
62	63	GECCO	GECCO
62	64	GECCO	GECCO
62	65	GECCO	GECCO
62	66	GECCO	GECCO (2)
62	67	GECCO	GECCO (2)
62	68	GECCO	GECCO
62	69	GECCO	GECCO
62	70	GECCO	GECCO
62	72	GECCO	GECCO
62	73	GECCO	GECCO
62	74	GECCO	GECCO
62	75	GECCO	GECCO
62	76	GECCO	GECCO
62	77	GECCO	GECCO
62	78	GECCO	GECCO
62	79	GECCO	GECCO
62	80	GECCO	GECCO
62	81	GECCO	GECCO
62	82	GECCO	GECCO
62	83	GECCO	GECCO (Companion)
62	84	GECCO	GECCO
62	85	GECCO	GECCO
62	86	GECCO	GECCO
62	87	GECCO	GECCO
62	88	GECCO	GECCO
62	89	GECCO	GECCO
62	90	GECCO	GECCO
62	91	GECCO	GECCO
62	92	GECCO	GECCO (Companion)
62	211	GECCO	GECCO
62	212	GECCO	GECCO
62	213	GECCO	GECCO
62	214	GECCO	GECCO
62	215	GECCO	GECCO
62	216	GECCO	GECCO
63	64	GECCO	GECCO
63	65	GECCO	GECCO
63	66	GECCO	GECCO (2)
63	67	GECCO	GECCO (2)
63	68	GECCO	GECCO
63	69	GECCO	GECCO
63	70	GECCO	GECCO
63	72	GECCO	GECCO
63	73	GECCO	GECCO
63	74	GECCO	GECCO
63	75	GECCO	GECCO
63	76	GECCO	GECCO
63	77	GECCO	GECCO
63	78	GECCO	GECCO
63	79	GECCO	GECCO
63	80	GECCO	GECCO
63	81	GECCO	GECCO
63	82	GECCO	GECCO
63	83	GECCO	GECCO (Companion)
63	84	GECCO	GECCO
63	85	GECCO	GECCO
63	86	GECCO	GECCO
63	87	GECCO	GECCO
63	88	GECCO	GECCO
63	89	GECCO	GECCO
63	90	GECCO	GECCO
63	91	GECCO	GECCO
63	92	GECCO	GECCO (Companion)
63	211	GECCO	GECCO
63	212	GECCO	GECCO
63	213	GECCO	GECCO
63	214	GECCO	GECCO
63	215	GECCO	GECCO
63	216	GECCO	GECCO
64	65	GECCO	GECCO
64	66	GECCO	GECCO (2)
64	67	GECCO	GECCO (2)
64	68	GECCO	GECCO
64	69	GECCO	GECCO
64	70	GECCO	GECCO
64	72	GECCO	GECCO
64	73	GECCO	GECCO
64	74	GECCO	GECCO
64	75	GECCO	GECCO
64	76	GECCO	GECCO
64	77	GECCO	GECCO
64	78	GECCO	GECCO
64	79	GECCO	GECCO
64	80	GECCO	GECCO
64	81	GECCO	GECCO
64	82	GECCO	GECCO
64	83	GECCO	GECCO (Companion)
64	84	GECCO	GECCO
64	85	GECCO	GECCO
64	86	GECCO	GECCO
64	87	GECCO	GECCO
64	88	GECCO	GECCO
64	89	GECCO	GECCO
64	90	GECCO	GECCO
64	91	GECCO	GECCO
64	92	GECCO	GECCO (Companion)
64	211	GECCO	GECCO
64	212	GECCO	GECCO
64	213	GECCO	GECCO
64	214	GECCO	GECCO
64	215	GECCO	GECCO
64	216	GECCO	GECCO
65	66	GECCO	GECCO (2)
65	67	GECCO	GECCO (2)
65	68	GECCO	GECCO
65	69	GECCO	GECCO
