4	5	ACII	ACII
227	236	ISCAS (3)	ISCAS
227	237	ISCAS (3)	ISCAS
227	242	ISCAS (3)	ISCAS
227	243	ISCAS (3)	ISCAS
228	229	ISCAS	ISCAS
228	230	ISCAS	ISCAS
228	231	ISCAS	ISCAS
228	232	ISCAS	ISCAS
228	233	ISCAS	ISCAS
228	234	ISCAS	ISCAS
228	235	ISCAS	ISCAS
228	236	ISCAS	ISCAS
228	237	ISCAS	ISCAS
228	238	ISCAS	ISCAS (4)
228	239	ISCAS	ISCAS (4)
228	240	ISCAS	ISCAS (4)
228	241	ISCAS	ISCAS (4)
228	242	ISCAS	ISCAS
228	243	ISCAS	ISCAS
229	230	ISCAS	ISCAS
229	231	ISCAS	ISCAS
229	232	ISCAS	ISCAS
229	233	ISCAS	ISCAS
229	234	ISCAS	ISCAS
229	235	ISCAS	ISCAS
229	236	ISCAS	ISCAS
229	237	ISCAS	ISCAS
229	238	ISCAS	ISCAS (4)
229	239	ISCAS	ISCAS (4)
229	240	ISCAS	ISCAS (4)
229	241	ISCAS	ISCAS (4)
229	242	ISCAS	ISCAS
229	243	ISCAS	ISCAS
230	231	ISCAS	ISCAS
230	232	ISCAS	ISCAS
230	233	ISCAS	ISCAS
230	234	ISCAS	ISCAS
230	235	ISCAS	ISCAS
230	236	ISCAS	ISCAS
230	237	ISCAS	ISCAS
230	238	ISCAS	ISCAS (4)
230	239	ISCAS	ISCAS (4)
230	240	ISCAS	ISCAS (4)
230	241	ISCAS	ISCAS (4)
230	242	ISCAS	ISCAS
230	243	ISCAS	ISCAS
231	232	ISCAS	ISCAS
231	233	ISCAS	ISCAS
231	234	ISCAS	ISCAS
231	235	ISCAS	ISCAS
231	236	ISCAS	ISCAS
231	237	ISCAS	ISCAS
231	238	ISCAS	ISCAS (4)
231	239	ISCAS	ISCAS (4)
231	240	ISCAS	ISCAS (4)
231	241	ISCAS	ISCAS (4)
231	242	ISCAS	ISCAS
231	243	ISCAS	ISCAS
232	233	ISCAS	ISCAS
232	234	ISCAS	ISCAS
232	235	ISCAS	ISCAS
232	236	ISCAS	ISCAS
232	237	ISCAS	ISCAS
232	238	ISCAS	ISCAS (4)
232	239	ISCAS	ISCAS (4)
232	240	ISCAS	ISCAS (4)
232	241	ISCAS	ISCAS (4)
232	242	ISCAS	ISCAS
232	243	ISCAS	ISCAS
233	234	ISCAS	ISCAS
233	235	ISCAS	ISCAS
233	236	ISCAS	ISCAS
233	237	ISCAS	ISCAS
233	238	ISCAS	ISCAS (4)
233	239	ISCAS	ISCAS (4)
233	240	ISCAS	ISCAS (4)
233	241	ISCAS	ISCAS (4)
233	242	ISCAS	ISCAS
233	243	ISCAS	ISCAS
234	235	ISCAS	ISCAS
234	236	ISCAS	ISCAS
234	237	ISCAS	ISCAS
234	238	ISCAS	ISCAS (4)
234	239	ISCAS	ISCAS (4)
234	240	ISCAS	ISCAS (4)
234	241	ISCAS	ISCAS (4)
234	242	ISCAS	ISCAS
234	243	ISCAS	ISCAS
235	236	ISCAS	ISCAS
235	237	ISCAS	ISCAS
235	238	ISCAS	ISCAS (4)
235	239	ISCAS	ISCAS (4)
235	240	ISCAS	ISCAS (4)
235	241	ISCAS	ISCAS (4)
235	242	ISCAS	ISCAS
235	243	ISCAS	ISCAS
236	237	ISCAS	ISCAS
236	238	ISCAS	ISCAS (4)
236	239	ISCAS	ISCAS (4)
236	240	ISCAS	ISCAS (4)
236	241	ISCAS	ISCAS (4)
236	242	ISCAS	ISCAS
236	243	ISCAS	ISCAS
237	238	ISCAS	ISCAS (4)
237	239	ISCAS	ISCAS (4)
237	240	ISCAS	ISCAS (4)
237	241	ISCAS	ISCAS (4)
237	242	ISCAS	ISCAS
237	243	ISCAS	ISCAS
238	239	ISCAS (4)	ISCAS (4)
238	240	ISCAS (4)	ISCAS (4)
238	241	ISCAS (4)	ISCAS (4)
238	242	ISCAS (4)	ISCAS
238	243	ISCAS (4)	ISCAS
239	240	ISCAS (4)	ISCAS (4)
239	241	ISCAS (4)	ISCAS (4)
239	242	ISCAS (4)	ISCAS
239	243	ISCAS (4)	ISCAS
240	241	ISCAS (4)	ISCAS (4)
240	242	ISCAS (4)	ISCAS
240	243	ISCAS (4)	ISCAS
241	242	ISCAS (4)	ISCAS
241	243	ISCAS (4)	ISCAS
242	243	ISCAS	ISCAS
245	246	ISMIS	ISMIS
250	251	IWBRS	IWBRS
253	254	JCDL	JCDL
253	255	JCDL	JCDL
254	255	JCDL	JCDL
256	257	JCIS	JCIS
256	258	JCIS	JCIS
257	258	JCIS	JCIS
260	261	ACM Multimedia	ACM Multimedia
260	262	ACM Multimedia	ACM Multimedia
260	263	ACM Multimedia	ACM Multimedia
260	264	ACM Multimedia	ACM Multimedia
260	265	ACM Multimedia	ACM Multimedia
260	266	ACM Multimedia	ACM Multimedia
260	267	ACM Multimedia	ACM Multimedia
260	268	ACM Multimedia	ACM Multimedia
260	269	ACM Multimedia	ACM Multimedia
260	270	ACM Multimedia	ACM Multimedia
261	262	ACM Multimedia	ACM Multimedia
261	263	ACM Multimedia	ACM Multimedia
261	264	ACM Multimedia	ACM Multimedia
261	265	ACM Multimedia	ACM Multimedia
261	266	ACM Multimedia	ACM Multimedia
261	267	ACM Multimedia	ACM Multimedia
261	268	ACM Multimedia	ACM Multimedia
261	269	ACM Multimedia	ACM Multimedia
261	270	ACM Multimedia	ACM Multimedia
262	263	ACM Multimedia	ACM Multimedia
262	264	ACM Multimedia	ACM Multimedia
262	265	ACM Multimedia	ACM Multimedia
262	266	ACM Multimedia	ACM Multimedia
262	267	ACM Multimedia	ACM Multimedia
262	268	ACM Multimedia	ACM Multimedia
262	269	ACM Multimedia	ACM Multimedia
262	270	ACM Multimedia	ACM Multimedia
263	264	ACM Multimedia	ACM Multimedia
263	265	ACM Multimedia	ACM Multimedia
263	266	ACM Multimedia	ACM Multimedia
263	267	ACM Multimedia	ACM Multimedia
263	268	ACM Multimedia	ACM Multimedia
263	269	ACM Multimedia	ACM Multimedia
263	270	ACM Multimedia	ACM Multimedia
264	265	ACM Multimedia	ACM Multimedia
264	266	ACM Multimedia	ACM Multimedia
264	267	ACM Multimedia	ACM Multimedia
264	268	ACM Multimedia	ACM Multimedia
264	269	ACM Multimedia	ACM Multimedia
264	270	ACM Multimedia	ACM Multimedia
265	266	ACM Multimedia	ACM Multimedia
265	267	ACM Multimedia	ACM Multimedia
265	268	ACM Multimedia	ACM Multimedia
265	269	ACM Multimedia	ACM Multimedia
265	270	ACM Multimedia	ACM Multimedia
266	267	ACM Multimedia	ACM Multimedia
266	268	ACM Multimedia	ACM Multimedia
266	269	ACM Multimedia	ACM Multimedia
266	270	ACM Multimedia	ACM Multimedia
267	268	ACM Multimedia	ACM Multimedia
267	269	ACM Multimedia	ACM Multimedia
267	270	ACM Multimedia	ACM Multimedia
268	269	ACM Multimedia	ACM Multimedia
268	270	ACM Multimedia	ACM Multimedia
269	270	ACM Multimedia	ACM Multimedia
271	272	MMM	MMM
271	273	MMM	MMM
272	273	MMM	MMM
275	276	NPC	NPC
277	278	PCM (2)	PCM (2)
277	282	PCM (2)	PCM (2)
277	283	PCM (2)	PCM
277	284	PCM (2)	PCM (2)
277	285	PCM (2)	PCM
277	286	PCM (2)	PCM
277	287	PCM (2)	PCM
277	290	PCM (2)	PCM (2)
277	291	PCM (2)	PCM
277	292	PCM (2)	PCM (2)
277	293	PCM (2)	PCM
277	305	PCM (2)	PCM (2)
277	306	PCM (2)	PCM (2)
277	307	PCM (2)	PCM (2)
277	308	PCM (2)	PCM
277	309	PCM (2)	PCM (2)
277	310	PCM (2)	PCM
277	312	PCM (2)	PCM (2)
277	313	PCM (2)	PCM
277	315	PCM (2)	PCM
277	316	PCM (2)	PCM
277	317	PCM (2)	PCM
277	318	PCM (2)	PCM
277	319	PCM (2)	PCM
277	320	PCM (2)	PCM
277	321	PCM (2)	PCM
277	322	PCM (2)	PCM
277	323	PCM (2)	PCM
277	324	PCM (2)	PCM
277	325	PCM (2)	PCM
277	326	PCM (2)	PCM
278	282	PCM (2)	PCM (2)
278	283	PCM (2)	PCM
278	284	PCM (2)	PCM (2)
278	285	PCM (2)	PCM
278	286	PCM (2)	PCM
278	287	PCM (2)	PCM
278	290	PCM (2)	PCM (2)
278	291	PCM (2)	PCM
278	292	PCM (2)	PCM (2)
278	293	PCM (2)	PCM
278	305	PCM (2)	PCM (2)
278	306	PCM (2)	PCM (2)
278	307	PCM (2)	PCM (2)
278	308	PCM (2)	PCM
278	309	PCM (2)	PCM (2)
278	310	PCM (2)	PCM
278	312	PCM (2)	PCM (2)
278	313	PCM (2)	PCM
278	315	PCM (2)	PCM
278	316	PCM (2)	PCM
278	317	PCM (2)	PCM
278	318	PCM (2)	PCM
278	319	PCM (2)	PCM
278	320	PCM (2)	PCM
278	321	PCM (2)	PCM
278	322	PCM (2)	PCM
278	323	PCM (2)	PCM
278	324	PCM (2)	PCM
278	325	PCM (2)	PCM
278	326	PCM (2)	PCM
279	283	PCM (3)	PCM
279	285	PCM (3)	PCM
279	286	PCM (3)	PCM
279	287	PCM (3)	PCM
279	291	PCM (3)	PCM
279	293	PCM (3)	PCM
279	295	PCM (3)	PCM (3)
279	303	PCM (3)	PCM (3)
279	308	PCM (3)	PCM
279	310	PCM (3)	PCM
279	313	PCM (3)	PCM
279	315	PCM (3)	PCM
279	316	PCM (3)	PCM
279	317	PCM (3)	PCM
279	318	PCM (3)	PCM
279	319	PCM (3)	PCM
279	320	PCM (3)	PCM
279	321	PCM (3)	PCM
279	322	PCM (3)	PCM
279	323	PCM (3)	PCM
279	324	PCM (3)	PCM
279	325	PCM (3)	PCM
279	326	PCM (3)	PCM
280	281	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	289	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	294	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	296	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	297	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	298	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	299	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	300	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	301	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
280	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	289	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	294	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	296	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	297	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	298	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	299	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	300	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	301	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
281	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
282	283	PCM (2)	PCM
282	284	PCM (2)	PCM (2)
282	285	PCM (2)	PCM
282	286	PCM (2)	PCM
282	287	PCM (2)	PCM
282	290	PCM (2)	PCM (2)
282	291	PCM (2)	PCM
282	292	PCM (2)	PCM (2)
282	293	PCM (2)	PCM
282	305	PCM (2)	PCM (2)
282	306	PCM (2)	PCM (2)
282	307	PCM (2)	PCM (2)
282	308	PCM (2)	PCM
282	309	PCM (2)	PCM (2)
282	310	PCM (2)	PCM
282	312	PCM (2)	PCM (2)
282	313	PCM (2)	PCM
282	315	PCM (2)	PCM
282	316	PCM (2)	PCM
282	317	PCM (2)	PCM
282	318	PCM (2)	PCM
282	319	PCM (2)	PCM
282	320	PCM (2)	PCM
282	321	PCM (2)	PCM
282	322	PCM (2)	PCM
282	323	PCM (2)	PCM
282	324	PCM (2)	PCM
282	325	PCM (2)	PCM
282	326	PCM (2)	PCM
283	284	PCM	PCM (2)
283	285	PCM	PCM
283	286	PCM	PCM
283	287	PCM	PCM
283	288	PCM	PCM (1)
283	290	PCM	PCM (2)
283	291	PCM	PCM
283	292	PCM	PCM (2)
283	293	PCM	PCM
283	295	PCM	PCM (3)
283	303	PCM	PCM (3)
283	304	PCM	PCM (1)
283	305	PCM	PCM (2)
283	306	PCM	PCM (2)
283	307	PCM	PCM (2)
283	308	PCM	PCM
283	309	PCM	PCM (2)
283	310	PCM	PCM
283	312	PCM	PCM (2)
283	313	PCM	PCM
283	315	PCM	PCM
283	316	PCM	PCM
283	317	PCM	PCM
283	318	PCM	PCM
283	319	PCM	PCM
283	320	PCM	PCM
283	321	PCM	PCM
283	322	PCM	PCM
283	323	PCM	PCM
283	324	PCM	PCM
283	325	PCM	PCM
283	326	PCM	PCM
284	285	PCM (2)	PCM
284	286	PCM (2)	PCM
284	287	PCM (2)	PCM
284	290	PCM (2)	PCM (2)
284	291	PCM (2)	PCM
284	292	PCM (2)	PCM (2)
284	293	PCM (2)	PCM
284	305	PCM (2)	PCM (2)
284	306	PCM (2)	PCM (2)
284	307	PCM (2)	PCM (2)
284	308	PCM (2)	PCM
284	309	PCM (2)	PCM (2)
284	310	PCM (2)	PCM
284	312	PCM (2)	PCM (2)
284	313	PCM (2)	PCM
284	315	PCM (2)	PCM
284	316	PCM (2)	PCM
284	317	PCM (2)	PCM
284	318	PCM (2)	PCM
284	319	PCM (2)	PCM
284	320	PCM (2)	PCM
284	321	PCM (2)	PCM
284	322	PCM (2)	PCM
284	323	PCM (2)	PCM
284	324	PCM (2)	PCM
284	325	PCM (2)	PCM
284	326	PCM (2)	PCM
285	286	PCM	PCM
285	287	PCM	PCM
285	288	PCM	PCM (1)
285	290	PCM	PCM (2)
285	291	PCM	PCM
285	292	PCM	PCM (2)
285	293	PCM	PCM
285	295	PCM	PCM (3)
285	303	PCM	PCM (3)
285	304	PCM	PCM (1)
285	305	PCM	PCM (2)
285	306	PCM	PCM (2)
285	307	PCM	PCM (2)
285	308	PCM	PCM
285	309	PCM	PCM (2)
285	310	PCM	PCM
285	312	PCM	PCM (2)
285	313	PCM	PCM
285	315	PCM	PCM
285	316	PCM	PCM
285	317	PCM	PCM
285	318	PCM	PCM
285	319	PCM	PCM
285	320	PCM	PCM
285	321	PCM	PCM
285	322	PCM	PCM
285	323	PCM	PCM
285	324	PCM	PCM
285	325	PCM	PCM
285	326	PCM	PCM
286	287	PCM	PCM
286	288	PCM	PCM (1)
286	290	PCM	PCM (2)
286	291	PCM	PCM
286	292	PCM	PCM (2)
286	293	PCM	PCM
286	295	PCM	PCM (3)
286	303	PCM	PCM (3)
286	304	PCM	PCM (1)
286	305	PCM	PCM (2)
286	306	PCM	PCM (2)
286	307	PCM	PCM (2)
286	308	PCM	PCM
286	309	PCM	PCM (2)
286	310	PCM	PCM
286	312	PCM	PCM (2)
286	313	PCM	PCM
286	315	PCM	PCM
286	316	PCM	PCM
286	317	PCM	PCM
286	318	PCM	PCM
286	319	PCM	PCM
286	320	PCM	PCM
286	321	PCM	PCM
286	322	PCM	PCM
286	323	PCM	PCM
286	324	PCM	PCM
286	325	PCM	PCM
286	326	PCM	PCM
287	288	PCM	PCM (1)
287	290	PCM	PCM (2)
287	291	PCM	PCM
287	292	PCM	PCM (2)
287	293	PCM	PCM
287	295	PCM	PCM (3)
287	303	PCM	PCM (3)
287	304	PCM	PCM (1)
287	305	PCM	PCM (2)
287	306	PCM	PCM (2)
287	307	PCM	PCM (2)
287	308	PCM	PCM
287	309	PCM	PCM (2)
287	310	PCM	PCM
287	312	PCM	PCM (2)
287	313	PCM	PCM
287	315	PCM	PCM
287	316	PCM	PCM
287	317	PCM	PCM
287	318	PCM	PCM
287	319	PCM	PCM
287	320	PCM	PCM
287	321	PCM	PCM
287	322	PCM	PCM
287	323	PCM	PCM
287	324	PCM	PCM
287	325	PCM	PCM
287	326	PCM	PCM
288	291	PCM (1)	PCM
288	293	PCM (1)	PCM
288	304	PCM (1)	PCM (1)
288	308	PCM (1)	PCM
288	310	PCM (1)	PCM
288	313	PCM (1)	PCM
288	315	PCM (1)	PCM
288	316	PCM (1)	PCM
288	317	PCM (1)	PCM
288	318	PCM (1)	PCM
288	319	PCM (1)	PCM
288	320	PCM (1)	PCM
288	321	PCM (1)	PCM
288	322	PCM (1)	PCM
288	323	PCM (1)	PCM
288	324	PCM (1)	PCM
288	325	PCM (1)	PCM
288	326	PCM (1)	PCM
289	294	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
289	296	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
289	297	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
289	298	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
289	299	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
289	300	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
289	301	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
289	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
289	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
289	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
290	291	PCM (2)	PCM
290	292	PCM (2)	PCM (2)
290	293	PCM (2)	PCM
290	305	PCM (2)	PCM (2)
290	306	PCM (2)	PCM (2)
290	307	PCM (2)	PCM (2)
290	308	PCM (2)	PCM
290	309	PCM (2)	PCM (2)
290	310	PCM (2)	PCM
290	312	PCM (2)	PCM (2)
290	313	PCM (2)	PCM
290	315	PCM (2)	PCM
290	316	PCM (2)	PCM
290	317	PCM (2)	PCM
290	318	PCM (2)	PCM
290	319	PCM (2)	PCM
290	320	PCM (2)	PCM
290	321	PCM (2)	PCM
290	322	PCM (2)	PCM
290	323	PCM (2)	PCM
290	324	PCM (2)	PCM
290	325	PCM (2)	PCM
290	326	PCM (2)	PCM
291	292	PCM	PCM (2)
291	293	PCM	PCM
291	295	PCM	PCM (3)
291	303	PCM	PCM (3)
291	304	PCM	PCM (1)
291	305	PCM	PCM (2)
291	306	PCM	PCM (2)
291	307	PCM	PCM (2)
291	308	PCM	PCM
291	309	PCM	PCM (2)
291	310	PCM	PCM
291	312	PCM	PCM (2)
291	313	PCM	PCM
291	315	PCM	PCM
291	316	PCM	PCM
291	317	PCM	PCM
291	318	PCM	PCM
291	319	PCM	PCM
291	320	PCM	PCM
291	321	PCM	PCM
291	322	PCM	PCM
291	323	PCM	PCM
291	324	PCM	PCM
291	325	PCM	PCM
291	326	PCM	PCM
292	293	PCM (2)	PCM
292	305	PCM (2)	PCM (2)
292	306	PCM (2)	PCM (2)
292	307	PCM (2)	PCM (2)
292	308	PCM (2)	PCM
292	309	PCM (2)	PCM (2)
292	310	PCM (2)	PCM
292	312	PCM (2)	PCM (2)
292	313	PCM (2)	PCM
292	315	PCM (2)	PCM
292	316	PCM (2)	PCM
292	317	PCM (2)	PCM
292	318	PCM (2)	PCM
292	319	PCM (2)	PCM
292	320	PCM (2)	PCM
292	321	PCM (2)	PCM
292	322	PCM (2)	PCM
292	323	PCM (2)	PCM
292	324	PCM (2)	PCM
292	325	PCM (2)	PCM
292	326	PCM (2)	PCM
293	295	PCM	PCM (3)
293	303	PCM	PCM (3)
293	304	PCM	PCM (1)
293	305	PCM	PCM (2)
293	306	PCM	PCM (2)
293	307	PCM	PCM (2)
293	308	PCM	PCM
293	309	PCM	PCM (2)
293	310	PCM	PCM
293	312	PCM	PCM (2)
293	313	PCM	PCM
293	315	PCM	PCM
293	316	PCM	PCM
293	317	PCM	PCM
293	318	PCM	PCM
293	319	PCM	PCM
293	320	PCM	PCM
293	321	PCM	PCM
293	322	PCM	PCM
293	323	PCM	PCM
293	324	PCM	PCM
293	325	PCM	PCM
293	326	PCM	PCM
294	296	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
294	297	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
294	298	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
294	299	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
294	300	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
294	301	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
294	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
294	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
294	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
295	303	PCM (3)	PCM (3)
295	308	PCM (3)	PCM
295	310	PCM (3)	PCM
295	313	PCM (3)	PCM
295	315	PCM (3)	PCM
295	316	PCM (3)	PCM
295	317	PCM (3)	PCM
295	318	PCM (3)	PCM
295	319	PCM (3)	PCM
295	320	PCM (3)	PCM
295	321	PCM (3)	PCM
295	322	PCM (3)	PCM
295	323	PCM (3)	PCM
295	324	PCM (3)	PCM
295	325	PCM (3)	PCM
295	326	PCM (3)	PCM
296	297	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
296	298	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
296	299	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
296	300	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
296	301	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
296	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
296	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
296	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
297	298	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
297	299	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
297	300	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
297	301	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
297	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
297	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
297	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
298	299	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
298	300	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
298	301	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
298	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
298	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
298	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
299	300	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
299	301	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
299	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
299	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
299	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
300	301	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
300	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
300	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
300	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
301	302	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
301	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
301	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
302	311	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
302	314	IEEE Pacific Rim Conference on Multimedia	IEEE Pacific Rim Conference on Multimedia
303	308	PCM (3)	PCM
303	310	PCM (3)	PCM
303	313	PCM (3)	PCM
303	315	PCM (3)	PCM
303	316	PCM (3)	PCM
303	317	PCM (3)	PCM
303	318	PCM (3)	PCM
303	319	PCM (3)	PCM
303	320	PCM (3)	PCM
303	321	PCM (3)	PCM
303	322	PCM (3)	PCM
303	323	PCM (3)	PCM
303	324	PCM (3)	PCM
303	325	PCM (3)	PCM
303	326	PCM (3)	PCM
304	308	PCM (1)	PCM
304	310	PCM (1)	PCM
304	313	PCM (1)	PCM
304	315	PCM (1)	PCM
304	316	PCM (1)	PCM
304	317	PCM (1)	PCM
304	318	PCM (1)	PCM
304	319	PCM (1)	PCM
304	320	PCM (1)	PCM
304	321	PCM (1)	PCM
304	322	PCM (1)	PCM
304	323	PCM (1)	PCM
304	324	PCM (1)	PCM
304	325	PCM (1)	PCM
304	326	PCM (1)	PCM
305	306	PCM (2)	PCM (2)
305	307	PCM (2)	PCM (2)
305	308	PCM (2)	PCM
305	309	PCM (2)	PCM (2)
305	310	PCM (2)	PCM
305	312	PCM (2)	PCM (2)
305	313	PCM (2)	PCM
305	315	PCM (2)	PCM
305	316	PCM (2)	PCM
305	317	PCM (2)	PCM
305	318	PCM (2)	PCM
305	319	PCM (2)	PCM
305	320	PCM (2)	PCM
305	321	PCM (2)	PCM
305	322	PCM (2)	PCM
305	323	PCM (2)	PCM
305	324	PCM (2)	PCM
305	325	PCM (2)	PCM
305	326	PCM (2)	PCM
306	307	PCM (2)	PCM (2)
306	308	PCM (2)	PCM
306	309	PCM (2)	PCM (2)
306	310	PCM (2)	PCM
306	312	PCM (2)	PCM (2)
306	313	PCM (2)	PCM
306	315	PCM (2)	PCM
306	316	PCM (2)	PCM
306	317	PCM (2)	PCM
306	318	PCM (2)	PCM
306	319	PCM (2)	PCM
306	320	PCM (2)	PCM
306	321	PCM (2)	PCM
306	322	PCM (2)	PCM
306	323	PCM (2)	PCM
306	324	PCM (2)	PCM
306	325	PCM (2)	PCM
306	326	PCM (2)	PCM
307	308	PCM (2)	PCM
307	309	PCM (2)	PCM (2)
307	310	PCM (2)	PCM
307	312	PCM (2)	PCM (2)
307	313	PCM (2)	PCM
307	315	PCM (2)	PCM
307	316	PCM (2)	PCM
307	317	PCM (2)	PCM
307	318	PCM (2)	PCM
307	319	PCM (2)	PCM
307	320	PCM (2)	PCM
307	321	PCM (2)	PCM
307	322	PCM (2)	PCM
307	323	PCM (2)	PCM
307	324	PCM (2)	PCM
307	325	PCM (2)	PCM
307	326	PCM (2)	PCM
